key	family	domain	numericSlotCandidate	totalCount	readCount	writeCount	fileCount	topFiles
FLAG:600	FLAG	world|missingMapping	FLAG:600	6	4	2	3	original-game/ERB/訪問関係/AYANO_ORDER.ERB (3) | original-game/ERB/訪問関係/AYANO_ORDER_DETAIL.ERB (2) | original-game/ERB/イベント関係/NTR関係/BADBOY_RAPE.ERB (1)
GOTJUEL:COUNT	GOTJUEL	body|feature-session		6	1	5	1	original-game/ERB/指導関係/TRAIN_MAIN.ERB (6)
ITEM:200	ITEM	inventory	ITEM:200	6	5	1	5	original-game/ERB/イベント関係/EGG_ITEM.ERB (2) | original-game/ERB/指導関係/COMF10.ERB (1) | original-game/ERB/指導関係/COMF90.ERB (1)
ITEM:22	ITEM	inventory	ITEM:22	6	5	1	3	original-game/ERB/訪問関係/KIRYU_GUMI.ERB (3) | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (2) | original-game/ERB/指導関係/COMABLE.ERB (1)
JUEL:A	JUEL	body|people		6	4	2	1	original-game/ERB/指導関係/TRAIN_MAIN.ERB (6)
JUEL:B	JUEL	body|people		6	6	0	1	original-game/ERB/能力上昇関係/ABL.ERB (6)
JUEL:COUNT:10	JUEL	body|people	JUEL:10	6	0	6	1	original-game/ERB/イベント関係/NTR関係/MOLESTER_DETAIL.ERB (6)
JUEL:COUNT:12	JUEL	body|people	JUEL:12	6	0	6	1	original-game/ERB/イベント関係/NTR関係/MOLESTER_DETAIL.ERB (6)
L:2	L	script		6	3	3	2	original-game/ERB/娼館関係/WORK_RECEPTION.ERB (3) | original-game/ERB/指導関係/COMF111.ERB (3)
L:3	L	script		6	3	3	2	original-game/ERB/娼館関係/WORK_RECEPTION.ERB (3) | original-game/ERB/指導関係/COMF111.ERB (3)
LOCALS:LCOUNT	LOCALS	script		6	3	3	1	original-game/ERB/システム関係/SHOP_CHARABUY.ERB (6)
MARKNAME:3	MARKNAME	catalog	MARKNAME:3	6	6	0	5	original-game/ERB/能力上昇関係/ABLUP99.ERB (2) | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (1) | original-game/ERB/指導関係/COMF37.ERB (1)
MAXBASE:ASSI:0	MAXBASE	body|people	MAXBASE:0	6	3	3	2	original-game/ERB/イベント関係/ADD_CATASTROPH.ERB (4) | original-game/ERB/イベント関係/ADD_ANGEL.ERB (2)
MAXBASE:ASSI:1	MAXBASE	body|people	MAXBASE:1	6	3	3	2	original-game/ERB/イベント関係/ADD_CATASTROPH.ERB (4) | original-game/ERB/イベント関係/ADD_ANGEL.ERB (2)
MAXBASE:CNUM:31	MAXBASE	body|people	MAXBASE:31	6	6	0	1	original-game/ERB/システム関係/LIFELIST_NEW.ERB (6)
MAXBASE:MASTER:60	MAXBASE	body|people	MAXBASE:60	6	5	1	2	original-game/ERB/ＡＶ撮影関係/SHOP_AV.ERB (5) | original-game/ERB/システム関係/SHOP_ITEM.ERB (1)
MAXBASE:T:1	MAXBASE	body|people	MAXBASE:1	6	2	4	2	original-game/ERB/イベント関係/ADD_CATASTROPH.ERB (4) | original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (2)
NAME:LOCAL	NAME	people|text		6	6	0	3	original-game/ERB/システム関係/LYCEE.ERB (4) | original-game/ERB/イベント関係/GETTALENT_GAL.ERB (1) | original-game/ERB/クリアボーナス関係/CLEARBONUS_FUTANARI.ERB (1)
O:1	O	script		6	4	2	2	original-game/ERB/システム関係/SELL_CHARA.ERB (3) | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (3)
PALAMLV:10	PALAMLV	catalog	PALAMLV:10	6	4	2	1	original-game/ERB/指導関係/TRAIN_MAIN.ERB (6)
PALAMNAME:1	PALAMNAME	catalog	PALAMNAME:1	6	6	0	3	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (3) | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (2) | original-game/ERB/能力上昇関係/ABLUP2.ERB (1)
PALAMNAME:12	PALAMNAME	catalog	PALAMNAME:12	6	6	0	1	original-game/ERB/イベント関係/NTR関係/MOLESTER_DETAIL.ERB (6)
PALAMNAME:9	PALAMNAME	catalog	PALAMNAME:9	6	6	0	3	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (2) | original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (2) | original-game/ERB/能力上昇関係/ABLUP21.ERB (2)
PBAND:304	PBAND	world|missingMapping	PBAND:304	6	6	0	1	original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB (6)
SAVESTR:(LOCAL + 15)	SAVESTR	feature-session|text|script		6	6	0	1	original-game/ERB/指導関係/COMSEQ_REGISTER.ERB (6)
STAIN:ASSI:COUNT	STAIN	body		6	6	0	1	original-game/ERB/システム関係/INFO.ERB (6)
STAIN:COUNT	STAIN	body		6	6	0	1	original-game/ERB/システム関係/INFO.ERB (6)
STAIN:MASTER:COUNT	STAIN	body		6	6	0	1	original-game/ERB/システム関係/INFO.ERB (6)
TALENT:102	TALENT	people|body|missingMapping	TALENT:102	6	4	2	6	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB (1) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (1) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1)
TALENT:205	TALENT	people|body|missingMapping	TALENT:205	6	6	0	4	original-game/ERB/娼館関係/WORK_S_VAUCTION.ERB (3) | original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB (1) | original-game/ERB/システム関係/ビデオ周り/SET_VIDEOSALE.ERB (1)
TALENT:232	TALENT	people|body|missingMapping	TALENT:232	6	4	2	3	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (3) | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (2) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1)
TALENT:233	TALENT	people|body|missingMapping	TALENT:233	6	4	2	3	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (3) | original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (2) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1)
TALENT:272	TALENT	people|body|missingMapping	TALENT:272	6	3	3	4	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (2) | original-game/ERB/イベント関係/ADD_ANGEL.ERB (1)
TALENT:320	TALENT	people|body|missingMapping	TALENT:320	6	6	0	4	original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB (3) | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (1) | original-game/ERB/能力上昇関係/ABLUP10.ERB (1)
TALENT:330	TALENT	people|body|missingMapping	TALENT:330	6	3	3	5	original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB (2) | original-game/ERB/クリアボーナス関係/CLEARBONUS_CHARA.ERB (1) | original-game/ERB/システム関係/SHOP_MAIN.ERB (1)
TALENT:405	TALENT	people|body|missingMapping	TALENT:405	6	5	1	2	original-game/ERB/システム関係/INFO.ERB (5) | original-game/ERB/娼館関係/WORK_RESULT.ERB (1)
TALENT:414	TALENT	people|body|missingMapping	TALENT:414	6	6	0	6	original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (1) | original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB (1) | original-game/ERB/システム関係/ビデオ周り/SET_VIDEOSALE.ERB (1)
TALENT:42	TALENT	people|body|missingMapping	TALENT:42	6	5	1	4	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB (2) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2) | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (1)
TALENT:45	TALENT	people|body|missingMapping	TALENT:45	6	6	0	2	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (4) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB (2)
TALENT:522	TALENT	people|body|missingMapping	TALENT:522	6	6	0	4	original-game/ERB/システム関係/INFO.ERB (3) | original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB (1) | original-game/ERB/娼館関係/WORK_RESULT.ERB (1)
TALENT:523	TALENT	people|body|missingMapping	TALENT:523	6	6	0	4	original-game/ERB/システム関係/INFO.ERB (3) | original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB (1) | original-game/ERB/娼館関係/WORK_RESULT.ERB (1)
TALENT:91	TALENT	people|body|missingMapping	TALENT:91	6	5	1	4	original-game/ERB/娼館関係/WORK_RESULT.ERB (2) | original-game/ERB/娼館関係/WORK_S_VAUCTION.ERB (2) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1)
TALENT:93	TALENT	people|body|missingMapping	TALENT:93	6	4	2	3	original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB (3) | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (2) | original-game/ERB/イベント関係/ADD_ANGEL.ERB (1)
TALENT:ASSI:1	TALENT	people|body|missingMapping	TALENT:1	6	4	2	3	original-game/ERB/娼館関係/WORK_S_STRIP.ERB (3) | original-game/ERB/指導関係/COMF_VAGINASEX.ERB (2) | original-game/ERB/イベント関係/ADD_ANGEL.ERB (1)
TALENT:ASSI:553	TALENT	people|body|missingMapping	TALENT:553	6	6	0	3	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (4) | original-game/ERB/指導関係/COMABLE.ERB (1) | original-game/ERB/指導関係/COMF47.ERB (1)
TALENT:ASSI:87	TALENT	people|body|missingMapping	TALENT:87	6	6	0	1	original-game/ERB/指導関係/COMABLE.ERB (6)
TALENT:CNUM:153	TALENT	people|body|missingMapping	TALENT:153	6	6	0	1	original-game/ERB/システム関係/LIFELIST_NEW.ERB (6)
TALENT:COUNT:1	TALENT	people|body|missingMapping	TALENT:1	6	4	2	5	original-game/ERB/訪問関係/IKUMI_LABO_CALC.ERB (2) | original-game/ERB/イベント関係/EVENT_WORK_MESSAGE_SP.ERB (1) | original-game/ERB/娼館関係/WORK_S_SEXORGY.ERB (1)
TALENT:COUNT:10	TALENT	people|body|missingMapping	TALENT:10	6	6	0	4	original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB (3) | original-game/ERB/イベント関係/NTR関係/MOLESTER.ERB (1) | original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (1)
TALENT:COUNT:123	TALENT	people|body|missingMapping	TALENT:123	6	6	0	6	original-game/ERB/イベント関係/EVENT_TURNEND.ERB (1) | original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (1) | original-game/ERB/娼館関係/WORK_S_KBPLAY.ERB (1)
TALENT:COUNT:14	TALENT	people|body|missingMapping	TALENT:14	6	3	3	4	original-game/ERB/訪問関係/IKUMI_LABO_CALC.ERB (3) | original-game/ERB/イベント関係/NTR関係/MOLESTER.ERB (1) | original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (1)
TALENT:COUNT:151	TALENT	people|body|missingMapping	TALENT:151	6	6	0	2	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (4) | original-game/ERB/イベント関係/EVENT_MORNING.ERB (2)
TALENT:COUNT:185	TALENT	people|body|missingMapping	TALENT:185	6	5	1	3	original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (3) | original-game/ERB/娼館関係/WORK_S_STRIP.ERB (2) | original-game/ERB/娼館関係/WORK_S_LUNCHSTALL.ERB (1)
TALENT:COUNT:186	TALENT	people|body|missingMapping	TALENT:186	6	5	1	3	original-game/ERB/娼館関係/WORK_S_STRIP.ERB (3) | original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (2) | original-game/ERB/娼館関係/WORK_S_LUNCHSTALL.ERB (1)
TALENT:COUNT:187	TALENT	people|body|missingMapping	TALENT:187	6	6	0	4	original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (2) | original-game/ERB/娼館関係/WORK_S_STRIP.ERB (2) | original-game/ERB/システム関係/CALC_EXABL.ERB (1)
TALENT:COUNT:20	TALENT	people|body|missingMapping	TALENT:20	6	6	0	2	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (4) | original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB (2)
TALENT:COUNT:205	TALENT	people|body|missingMapping	TALENT:205	6	6	0	5	original-game/ERB/イベント関係/CALC_COOKING.ERB (2) | original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB (1) | original-game/ERB/イベント関係/職業素質系/C_CLUB.ERB (1)
TALENT:COUNT:23	TALENT	people|body|missingMapping	TALENT:23	6	3	3	4	original-game/ERB/訪問関係/IKUMI_LABO_CALC.ERB (3) | original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB (1) | original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (1)
TALENT:COUNT:31	TALENT	people|body|missingMapping	TALENT:31	6	3	3	3	original-game/ERB/訪問関係/IKUMI_LABO_CALC.ERB (3) | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (2) | original-game/ERB/イベント関係/BLACKGIRL.ERB (1)
TALENT:COUNT:406	TALENT	people|body|missingMapping	TALENT:406	6	6	0	1	original-game/ERB/システム関係/CALC_EXABL.ERB (6)
TALENT:COUNT:424	TALENT	people|body|missingMapping	TALENT:424	6	3	3	2	original-game/ERB/イベント関係/NTR関係/NTR_STAFF.ERB (4) | original-game/ERB/イベント関係/BLACKGIRL.ERB (2)
TALENT:COUNT:504	TALENT	people|body|missingMapping	TALENT:504	6	6	0	6	original-game/ERB/イベント関係/EVENT_NEXTMONTH.ERB (1) | original-game/ERB/イベント関係/EVENT_TURNEND.ERB (1) | original-game/ERB/イベント関係/NTR関係/MOLESTER.ERB (1)
TALENT:COUNT:75	TALENT	people|body|missingMapping	TALENT:75	6	6	0	3	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (4) | original-game/ERB/イベント関係/BLACKGIRL.ERB (1) | original-game/ERB/娼館関係/WORK_S_STRIP.ERB (1)
TALENT:COUNT:92	TALENT	people|body|missingMapping	TALENT:92	6	6	0	5	original-game/ERB/娼館関係/WORK_S_STRIP.ERB (2) | original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (1) | original-game/ERB/娼館関係/WORK_S_KBPLAY.ERB (1)
TALENT:L:2	TALENT	people|body|missingMapping	TALENT:2	6	4	2	1	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (6)
TALENT:LOCAL:153	TALENT	people|body|missingMapping	TALENT:153	6	6	0	4	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (3) | original-game/ERB/イベント関係/BLACKGIRL.ERB (1) | original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (1)
TALENT:MASTER:1	TALENT	people|body|missingMapping	TALENT:1	6	3	3	3	original-game/ERB/イベント関係/EVENT_PARTICULAR_DAY.ERB (2) | original-game/ERB/娼館関係/WORK_S_SEXORGY.ERB (2) | original-game/ERB/訪問関係/EUNICE_LABO_DETAIL.ERB (2)
TALENT:MASTER:163	TALENT	people|body|missingMapping	TALENT:163	6	2	4	3	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2) | original-game/ERB/システム関係/SYSTEM_NEWGAME.ERB (2) | original-game/ERB/実績関係/ACHIEVEMENT_1_LOLICOM.ERB (2)
TALENT:MASTER:399	TALENT	people|body|missingMapping	TALENT:399	6	3	3	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (6)
TALENT:MASTER:93	TALENT	people|body|missingMapping	TALENT:93	6	3	3	4	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (2) | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB (2) | original-game/ERB/システム関係/SHOP_ITEM.ERB (1)
TALENT:PLAYER:432	TALENT	people|body|missingMapping	TALENT:432	6	6	0	1	original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (6)
TALENT:RESULT:511	TALENT	people|body|missingMapping	TALENT:511	6	6	0	4	original-game/ERB/訪問関係/KANON_ORDER_DETAIL.ERB (2) | original-game/ERB/訪問関係/SHOP_LABO.ERB (2) | original-game/ERB/実績関係/ACHIEVEMENT_5_VIRGINMANIA.ERB (1)
TALENT:T:1	TALENT	people|body|missingMapping	TALENT:1	6	1	5	2	original-game/ERB/訪問関係/SHOP_LABO.ERB (5) | original-game/ERB/システム関係/GENITALFORM.ERB (1)
TALENT:T:100	TALENT	people|body|missingMapping	TALENT:100	6	6	0	1	original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (6)
TALENT:T:111	TALENT	people|body|missingMapping	TALENT:111	6	2	4	1	original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (6)
TALENT:T:112	TALENT	people|body|missingMapping	TALENT:112	6	2	4	1	original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (6)
TALENT:T:114	TALENT	people|body|missingMapping	TALENT:114	6	3	3	2	original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (3) | original-game/ERB/訪問関係/SHOP_LABO.ERB (3)
TALENT:T:121	TALENT	people|body|missingMapping	TALENT:121	6	2	4	3	original-game/ERB/訪問関係/SHOP_LABO.ERB (4) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1) | original-game/ERB/システム関係/GENITALFORM.ERB (1)
TALENT:T:419	TALENT	people|body|missingMapping	TALENT:419	6	4	2	1	original-game/ERB/訪問関係/RACHEL_LABO_DETAIL.ERB (6)
TALENT:TARGET:400	TALENT	people|body|missingMapping	TALENT:400	6	4	2	3	original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB (4) | original-game/ERB/システム関係/CHEAT.ERB (1) | original-game/ERB/システム関係/未使用/JOBNAME.ERB (1)
TALENTNAME:122	TALENTNAME	catalog	TALENTNAME:122	6	6	0	1	original-game/ERB/訪問関係/SHOP_LABO.ERB (6)
TALENTNAME:36	TALENTNAME	catalog	TALENTNAME:36	6	6	0	6	original-game/ERB/指導関係/COMF3.ERB (1) | original-game/ERB/指導関係/COMF7.ERB (1) | original-game/ERB/指導関係/COMF88.ERB (1)
TALENTNAME:399	TALENTNAME	catalog	TALENTNAME:399	6	6	0	1	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (6)
TALENTNAME:9	TALENTNAME	catalog	TALENTNAME:9	6	6	0	5	original-game/ERB/イベント関係/EVENT_ADDICT.ERB (2) | original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (1) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (1)
TCVAR	TCVAR	feature-session		6	6	0	3	original-game/ERB/イベント関係/NTR関係/BOYFRIEND_LOOKSCHANGE.ERB (4) | original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (1) | original-game/ERB/ＡＶ撮影関係/SHOP_AV.ERB (1)
TCVAR:50	TCVAR	feature-session	TCVAR:50	6	0	6	2	original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (4) | original-game/ERB/イベント関係/NTR関係/BOYFRIEND_LOOKSCHANGE.ERB (2)
TCVAR:LOCAL:0	TCVAR	feature-session	TCVAR:0	6	3	3	1	original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (6)
TFLAG:132	TFLAG	feature-session|interaction|missingMapping	TFLAG:132	6	5	1	4	original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (3) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (1) | original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB (1)
TFLAG:133	TFLAG	feature-session|interaction|missingMapping	TFLAG:133	6	4	2	3	original-game/ERB/システム関係/ビデオ周り/VIDEO_TITLE.ERB (4) | original-game/ERB/指導関係/COMF24.ERB (1) | original-game/ERB/指導関係/COMF65.ERB (1)
TFLAG:135	TFLAG	feature-session|interaction|missingMapping	TFLAG:135	6	1	5	6	original-game/ERB/システム関係/CALC_BEAUTY.ERB (1) | original-game/ERB/指導関係/COMF100.ERB (1) | original-game/ERB/指導関係/COMF126.ERB (1)
TFLAG:3	TFLAG	feature-session|interaction|missingMapping	TFLAG:3	6	5	1	3	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB (4) | original-game/ERB/システム関係/PASSOUT.ERB (1) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (1)
TFLAG:4	TFLAG	feature-session|interaction|missingMapping	TFLAG:4	6	2	4	2	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (4) | original-game/ERB/指導関係/COMF60.ERB (2)
TFLAG:860	TFLAG	feature-session	TFLAG:860	6	2	4	2	original-game/ERB/指導関係/TRAIN_MAIN.ERB (4) | original-game/ERB/指導関係/USERCOM.ERB (2)
TFLAG:868	TFLAG	feature-session|interaction|missingMapping	TFLAG:868	6	4	2	1	original-game/ERB/システム関係/PASSOUT.ERB (6)
TFLAG:869	TFLAG	feature-session|interaction|missingMapping	TFLAG:869	6	4	2	1	original-game/ERB/システム関係/PASSOUT.ERB (6)
TFLAG:870	TFLAG	feature-session|interaction|missingMapping	TFLAG:870	6	4	2	1	original-game/ERB/システム関係/PASSOUT.ERB (6)
TFLAG:874	TFLAG	feature-session|interaction|missingMapping	TFLAG:874	6	4	2	1	original-game/ERB/システム関係/PASSOUT.ERB (6)
U:6	U	script		6	2	4	1	original-game/ERB/娼館関係/WORK_S_STRIP.ERB (6)
ABL:5	ABL	people	ABL:5	5	5	0	2	original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (3) | original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (2)
ABL:ASSI:1	ABL	people	ABL:1	5	5	0	1	original-game/ERB/指導関係/COMF71.ERB (5)
ABL:ASSI:14	ABL	people	ABL:14	5	5	0	1	original-game/ERB/指導関係/COMF62.ERB (5)
ABL:COUNT:31	ABL	people	ABL:31	5	5	0	3	original-game/ERB/娼館関係/WORK_S_SEXORGY.ERB (2) | original-game/ERB/娼館関係/WORK_S_STRIP.ERB (2) | original-game/ERB/娼館関係/WORK_S_KBPLAY.ERB (1)
ABL:COUNT:32	ABL	people	ABL:32	5	5	0	2	original-game/ERB/イベント関係/EVENT_MORNING.ERB (4) | original-game/ERB/娼館関係/WORK_S_SEXORGY.ERB (1)
ABL:COUNT:72	ABL	people	ABL:72	5	5	0	2	original-game/ERB/娼館関係/WORK_S_STRIP.ERB (3) | original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (2)
ABL:LOCAL:0	ABL	people	ABL:0	5	5	0	2	original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (4) | original-game/ERB/ミッション関係/キャラ/MISSION_19_NARU.ERB (1)
ABL:PLAYER:1	ABL	people	ABL:1	5	5	0	1	original-game/ERB/指導関係/COMF73.ERB (5)
ABL:PLAYER:21	ABL	people	ABL:21	5	5	0	1	original-game/ERB/指導関係/COMF38.ERB (5)
ABL:PLAYER:22	ABL	people	ABL:22	5	5	0	1	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB2.ERB (5)
ABL:s_actor:11	ABL	people	ABL:11	5	5	0	1	original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (5)
ARG:0	ARG	script		5	5	0	1	original-game/ERB/ミッション関係/MISSION.ERB (5)
ARG:4	ARG	script		5	5	0	1	original-game/ERB/能力上昇関係/ABL_AUTO.ERB (5)
BASE:24	BASE	body|people	BASE:24	5	1	4	1	original-game/ERB/システム関係/SYSTEM_IWS.ERB (5)
BASE:50	BASE	body|people	BASE:50	5	1	4	5	original-game/ERB/イベント関係/ADD_ANGEL.ERB (1) | original-game/ERB/クリアボーナス関係/CLEARBONUS_CHARA.ERB (1) | original-game/ERB/システム関係/SYSTEM_IWS.ERB (1)
BASE:COUNT:7	BASE	body|people	BASE:7	5	3	2	2	original-game/ERB/システム関係/SYSTEM_CHARASORT.ERB (3) | original-game/ERB/システム関係/SYSTEM_BIRTHDAY.ERB (2)
BASE:T:0	BASE	body|people	BASE:0	5	1	4	3	original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (2) | original-game/ERB/訪問関係/IKUMI_LABO_DETAIL.ERB (2) | original-game/ERB/イベント関係/ADD_CATASTROPH.ERB (1)
CALLNAME:(LOCAL:10)	CALLNAME	people|text		5	5	0	1	original-game/ERB/ミッション関係/キャラ/MISSION_17_KURSTINA.ERB (5)
CALLNAME:B	CALLNAME	people|text		5	5	0	2	original-game/ERB/イベント関係/職業素質系/IDOL_PRODUCE.ERB (4) | original-game/ERB/システム関係/SYSTEM_CHARASORT.ERB (1)
CFLAG:4	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:4	5	2	3	1	original-game/ERB/指導関係/COMF46.ERB (5)
CFLAG:607	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:607	5	4	1	2	original-game/ERB/システム関係/PLEASE.ERB (4) | original-game/ERB/システム関係/INFO.ERB (1)
